num_processes,avg_burst,avg_priority,algorithm,avg_waiting,avg_turnaround
31,19.645,3.645,FCFS,304.258,323.903
31,19.645,3.645,SJF,189.258,208.903
31,19.645,3.645,SRTF,173.742,193.387
31,19.645,3.645,RR,350.194,369.839
31,19.645,3.645,Priority,386.032,405.677
9,35.444,3.778,FCFS,139.111,174.556
9,35.444,3.778,SJF,124.889,160.333
9,35.444,3.778,SRTF,119.667,155.111
9,35.444,3.778,RR,237.333,272.778
9,35.444,3.778,Priority,132.444,167.889
13,11.923,3,FCFS,69.077,81.0
13,11.923,3,SJF,64.308,76.231
13,11.923,3,SRTF,64.308,76.231
13,11.923,3,RR,125.077,137.0
13,11.923,3,Priority,66.385,78.308
20,9.25,3,FCFS,87.25,96.5
20,9.25,3,SJF,79.35,88.6
20,9.25,3,SRTF,79.35,88.6
20,9.25,3,RR,142.2,151.45
20,9.25,3,Priority,86.05,95.3
24,25.792,2.542,FCFS,287.917,313.708
24,25.792,2.542,SJF,232.333,258.125
24,25.792,2.542,SRTF,229.583,255.375
24,25.792,2.542,RR,458.5,484.292
24,25.792,2.542,Priority,284.958,310.75
25,27.08,3.96,FCFS,265.04,292.12
25,27.08,3.96,SJF,195.08,222.16
25,27.08,3.96,SRTF,194.48,221.56
25,27.08,3.96,RR,386.96,414.04
25,27.08,3.96,Priority,320.16,347.24
50,21.04,3.58,FCFS,490.44,511.48
50,21.04,3.58,SJF,327.9,348.94
50,21.04,3.58,SRTF,324.72,345.76
50,21.04,3.58,RR,648.5,669.54
50,21.04,3.58,Priority,331.58,352.62
19,9.789,3.737,FCFS,89.368,99.158
19,9.789,3.737,SJF,81.947,91.737
19,9.789,3.737,SRTF,81.789,91.579
19,9.789,3.737,RR,152.789,162.579
19,9.789,3.737,Priority,89.368,99.158
27,21.333,3.444,FCFS,273.815,295.148
27,21.333,3.444,SJF,172.852,194.185
27,21.333,3.444,SRTF,169.148,190.481
27,21.333,3.444,RR,339.296,360.63
27,21.333,3.444,Priority,361.259,382.593
20,15.8,3.2,FCFS,106.4,122.2
20,15.8,3.2,SJF,73.0,88.8
20,15.8,3.2,SRTF,72.1,87.9
20,15.8,3.2,RR,147.05,162.85
20,15.8,3.2,Priority,113.7,129.5
5,34.2,4.6,FCFS,55.4,89.6
5,34.2,4.6,SJF,51.8,86.0
5,34.2,4.6,SRTF,51.8,86.0
5,34.2,4.6,RR,103.2,137.4
5,34.2,4.6,Priority,56.2,90.4
6,16.833,1.833,FCFS,40.833,57.667
6,16.833,1.833,SJF,39.333,56.167
6,16.833,1.833,SRTF,39.0,55.833
6,16.833,1.833,RR,76.167,93.0
6,16.833,1.833,Priority,40.833,57.667
12,20.417,3.417,FCFS,108.75,129.167
12,20.417,3.417,SJF,79.583,100.0
12,20.417,3.417,SRTF,76.5,96.917
12,20.417,3.417,RR,151.5,171.917
12,20.417,3.417,Priority,81.083,101.5
13,10.923,2.231,FCFS,103.615,114.538
13,10.923,2.231,SJF,37.231,48.154
13,10.923,2.231,SRTF,16.692,27.615
13,10.923,2.231,RR,35.462,46.385
13,10.923,2.231,Priority,58.385,69.308
28,5.071,2.893,FCFS,51.929,57.0
28,5.071,2.893,SJF,27.857,32.929
28,5.071,2.893,SRTF,27.179,32.25
28,5.071,2.893,RR,61.536,66.607
28,5.071,2.893,Priority,52.464,57.536
9,34.889,3.111,FCFS,131.222,166.111
9,34.889,3.111,SJF,121.111,156.0
9,34.889,3.111,SRTF,117.778,152.667
9,34.889,3.111,RR,231.667,266.556
9,34.889,3.111,Priority,140.778,175.667
5,17.8,3.2,FCFS,38.8,56.6
5,17.8,3.2,SJF,28.2,46.0
5,17.8,3.2,SRTF,25.8,43.6
5,17.8,3.2,RR,52.4,70.2
5,17.8,3.2,Priority,29.0,46.8
39,22.641,3.795,FCFS,430.513,453.154
39,22.641,3.795,SJF,290.462,313.103
39,22.641,3.795,SRTF,290.231,312.872
39,22.641,3.795,RR,589.231,611.872
39,22.641,3.795,Priority,294.667,317.308
48,5.021,2.062,FCFS,162.021,167.042
48,5.021,2.062,SJF,74.604,79.625
48,5.021,2.062,SRTF,49.042,54.062
48,5.021,2.062,RR,76.333,81.354
48,5.021,2.062,Priority,94.229,99.25
15,22.933,3.333,FCFS,170.733,193.667
15,22.933,3.333,SJF,118.4,141.333
15,22.933,3.333,SRTF,117.133,140.067
15,22.933,3.333,RR,235.867,258.8
15,22.933,3.333,Priority,193.067,216.0
27,23.444,3.333,FCFS,321.222,344.667
27,23.444,3.333,SJF,223.37,246.815
27,23.444,3.333,SRTF,221.593,245.037
27,23.444,3.333,RR,444.815,468.259
27,23.444,3.333,Priority,301.074,324.519
36,25.028,2.889,FCFS,439.167,464.194
36,25.028,2.889,SJF,346.389,371.417
36,25.028,2.889,SRTF,344.306,369.333
36,25.028,2.889,RR,693.611,718.639
36,25.028,2.889,Priority,443.75,468.778
8,19,3.375,FCFS,65.0,84.0
8,19,3.375,SJF,42.75,61.75
8,19,3.375,SRTF,42.75,61.75
8,19,3.375,RR,87.5,106.5
8,19,3.375,Priority,42.75,61.75
12,13.083,2.583,FCFS,112.75,125.833
12,13.083,2.583,SJF,38.917,52.0
12,13.083,2.583,SRTF,19.417,32.5
12,13.083,2.583,RR,38.333,51.417
12,13.083,2.583,Priority,40.417,53.5
13,18.308,3.154,FCFS,90.385,108.692
13,18.308,3.154,SJF,71.154,89.462
13,18.308,3.154,SRTF,71.154,89.462
13,18.308,3.154,RR,138.846,157.154
13,18.308,3.154,Priority,73.385,91.692
6,4,1.833,FCFS,8.5,12.5
6,4,1.833,SJF,7.833,11.833
6,4,1.833,SRTF,7.333,11.333
6,4,1.833,RR,10.833,14.833
6,4,1.833,Priority,8.0,12.0
47,4.872,2.043,FCFS,160.979,165.851
47,4.872,2.043,SJF,74.809,79.681
47,4.872,2.043,SRTF,43.34,48.213
47,4.872,2.043,RR,70.83,75.702
47,4.872,2.043,Priority,98.553,103.426
36,25.889,4,FCFS,485.111,511.0
36,25.889,4,SJF,285.806,311.694
36,25.889,4,SRTF,285.0,310.889
36,25.889,4,RR,595.306,621.194
36,25.889,4,Priority,433.306,459.194
38,18.868,3.289,FCFS,339.658,358.526
38,18.868,3.289,SJF,227.5,246.368
38,18.868,3.289,SRTF,212.789,231.658
38,18.868,3.289,RR,432.605,451.474
38,18.868,3.289,Priority,230.053,248.921
20,13.25,3.1,FCFS,126.1,139.35
20,13.25,3.1,SJF,117.45,130.7
20,13.25,3.1,SRTF,117.45,130.7
20,13.25,3.1,RR,218.95,232.2
20,13.25,3.1,Priority,127.15,140.4
30,22.367,3.733,FCFS,331.7,354.067
30,22.367,3.733,SJF,226.9,249.267
30,22.367,3.733,SRTF,217.167,239.533
30,22.367,3.733,RR,443.767,466.133
30,22.367,3.733,Priority,229.567,251.933
11,13.364,2.455,FCFS,107.091,120.455
11,13.364,2.455,SJF,50.0,63.364
11,13.364,2.455,SRTF,16.818,30.182
11,13.364,2.455,RR,37.909,51.273
11,13.364,2.455,Priority,62.364,75.727
41,24.073,4.61,FCFS,411.195,435.268
41,24.073,4.61,SJF,280.171,304.244
41,24.073,4.61,SRTF,280.122,304.195
41,24.073,4.61,RR,573.463,597.537
41,24.073,4.61,Priority,413.634,437.707
24,17.875,3.875,FCFS,224.0,241.875
24,17.875,3.875,SJF,127.5,145.375
24,17.875,3.875,SRTF,117.792,135.667
24,17.875,3.875,RR,244.625,262.5
24,17.875,3.875,Priority,271.333,289.208
10,25,2.9,FCFS,95.1,120.1
10,25,2.9,SJF,84.6,109.6
10,25,2.9,SRTF,84.4,109.4
10,25,2.9,RR,163.9,188.9
10,25,2.9,Priority,100.7,125.7
30,29.4,4.767,FCFS,402.733,432.133
30,29.4,4.767,SJF,280.167,309.567
30,29.4,4.767,SRTF,279.833,309.233
30,29.4,4.767,RR,561.967,591.367
30,29.4,4.767,Priority,412.033,441.433
33,26.576,4.424,FCFS,414.636,441.212
33,26.576,4.424,SJF,324.182,350.758
33,26.576,4.424,SRTF,321.182,347.758
33,26.576,4.424,RR,647.212,673.788
33,26.576,4.424,Priority,327.879,354.455
6,17.667,3,FCFS,36.333,54.0
6,17.667,3,SJF,29.333,47.0
6,17.667,3,SRTF,24.833,42.5
6,17.667,3,RR,51.333,69.0
6,17.667,3,Priority,33.333,51.0
5,24.2,3.8,FCFS,48.6,72.8
5,24.2,3.8,SJF,46.8,71.0
5,24.2,3.8,SRTF,40.6,64.8
5,24.2,3.8,RR,78.0,102.2
5,24.2,3.8,Priority,46.8,71.0
20,7.65,2.2,FCFS,114.4,122.05
20,7.65,2.2,SJF,20.2,27.85
20,7.65,2.2,SRTF,20.2,27.85
20,7.65,2.2,RR,41.0,48.65
20,7.65,2.2,Priority,31.5,39.15
39,17.974,3.077,FCFS,266.385,284.359
39,17.974,3.077,SJF,190.821,208.795
39,17.974,3.077,SRTF,190.769,208.744
39,17.974,3.077,RR,390.436,408.41
39,17.974,3.077,Priority,240.667,258.641
38,23.158,3.158,FCFS,393.789,416.947
38,23.158,3.158,SJF,299.316,322.474
38,23.158,3.158,SRTF,296.5,319.658
38,23.158,3.158,RR,592.447,615.605
38,23.158,3.158,Priority,517.184,540.342
12,28.333,4.417,FCFS,146.5,174.833
12,28.333,4.417,SJF,121.0,149.333
12,28.333,4.417,SRTF,120.583,148.917
12,28.333,4.417,RR,235.333,263.667
12,28.333,4.417,Priority,122.0,150.333
17,20.824,4.412,FCFS,137.059,157.882
17,20.824,4.412,SJF,95.706,116.529
17,20.824,4.412,SRTF,94.412,115.235
17,20.824,4.412,RR,186.0,206.824
17,20.824,4.412,Priority,146.765,167.588
45,23.8,3.133,FCFS,484.022,507.822
45,23.8,3.133,SJF,398.178,421.978
45,23.8,3.133,SRTF,397.467,421.267
45,23.8,3.133,RR,778.289,802.089
45,23.8,3.133,Priority,491.289,515.089
13,6,3.154,FCFS,23.154,29.154
13,6,3.154,SJF,18.0,24.0
13,6,3.154,SRTF,17.692,23.692
13,6,3.154,RR,32.154,38.154
13,6,3.154,Priority,26.923,32.923
47,21.319,3.596,FCFS,504.809,526.128
47,21.319,3.596,SJF,330.191,351.511
47,21.319,3.596,SRTF,320.468,341.787
47,21.319,3.596,RR,650.638,671.957
47,21.319,3.596,Priority,335.766,357.085
39,29.846,4.897,FCFS,541.231,571.077
39,29.846,4.897,SJF,377.205,407.051
39,29.846,4.897,SRTF,375.564,405.41
39,29.846,4.897,RR,763.128,792.974
39,29.846,4.897,Priority,527.462,557.308
39,17.385,3.077,FCFS,317.128,334.513
39,17.385,3.077,SJF,198.974,216.359
39,17.385,3.077,SRTF,192.154,209.538
39,17.385,3.077,RR,394.128,411.513
39,17.385,3.077,Priority,202.718,220.103
17,11.824,2.706,FCFS,94.882,106.706
17,11.824,2.706,SJF,87.353,99.176
17,11.824,2.706,SRTF,87.353,99.176
17,11.824,2.706,RR,163.471,175.294
17,11.824,2.706,Priority,93.706,105.529
34,16.647,3.059,FCFS,188.618,205.265
34,16.647,3.059,SJF,136.529,153.176
34,16.647,3.059,SRTF,133.265,149.912
34,16.647,3.059,RR,282.353,299.0
34,16.647,3.059,Priority,188.353,205.0
26,13.615,3.038,FCFS,133.769,147.385
26,13.615,3.038,SJF,70.308,83.923
26,13.615,3.038,SRTF,68.154,81.769
26,13.615,3.038,RR,149.692,163.308
26,13.615,3.038,Priority,113.692,127.308
38,5,2.763,FCFS,63.947,68.947
38,5,2.763,SJF,36.868,41.868
38,5,2.763,SRTF,35.789,40.789
38,5,2.763,RR,75.289,80.289
38,5,2.763,Priority,64.316,69.316
9,16.111,3.333,FCFS,64.778,80.889
9,16.111,3.333,SJF,62.333,78.444
9,16.111,3.333,SRTF,62.111,78.222
9,16.111,3.333,RR,116.667,132.778
9,16.111,3.333,Priority,64.222,80.333
35,17.286,3.057,FCFS,276.171,293.457
35,17.286,3.057,SJF,174.429,191.714
35,17.286,3.057,SRTF,173.486,190.771
35,17.286,3.057,RR,351.0,368.286
35,17.286,3.057,Priority,178.314,195.6
9,14,2.333,FCFS,53.222,67.222
9,14,2.333,SJF,30.444,44.444
9,14,2.333,SRTF,27.667,41.667
9,14,2.333,RR,59.111,73.111
9,14,2.333,Priority,54.111,68.111
9,17.444,2.667,FCFS,110.111,127.556
9,17.444,2.667,SJF,37.889,55.333
9,17.444,2.667,SRTF,21.222,38.667
9,17.444,2.667,RR,41.889,59.333
9,17.444,2.667,Priority,38.667,56.111
35,28.314,4.943,FCFS,432.114,460.429
35,28.314,4.943,SJF,309.971,338.286
35,28.314,4.943,SRTF,306.771,335.086
35,28.314,4.943,RR,615.886,644.2
35,28.314,4.943,Priority,479.571,507.886
40,21.1,3.6,FCFS,371.475,392.575
40,21.1,3.6,SJF,263.625,284.725
40,21.1,3.6,SRTF,263.375,284.475
40,21.1,3.6,RR,522.55,543.65
40,21.1,3.6,Priority,266.625,287.725
19,26.526,4.526,FCFS,191.0,217.526
19,26.526,4.526,SJF,155.368,181.895
19,26.526,4.526,SRTF,154.579,181.105
19,26.526,4.526,RR,302.895,329.421
19,26.526,4.526,Priority,214.947,241.474
14,11,2.929,FCFS,68.643,79.643
14,11,2.929,SJF,64.929,75.929
14,11,2.929,SRTF,64.929,75.929
14,11,2.929,RR,123.429,134.429
14,11,2.929,Priority,72.5,83.5
30,16.633,4.3,FCFS,191.433,208.067
30,16.633,4.3,SJF,110.4,127.033
30,16.633,4.3,SRTF,109.9,126.533
30,16.633,4.3,RR,225.633,242.267
30,16.633,4.3,Priority,203.467,220.1
6,5.833,3.667,FCFS,12.667,18.5
6,5.833,3.667,SJF,11.833,17.667
6,5.833,3.667,SRTF,11.833,17.667
6,5.833,3.667,RR,22.667,28.5
6,5.833,3.667,Priority,13.0,18.833
24,19.417,3.333,FCFS,222.667,242.083
24,19.417,3.333,SJF,137.0,156.417
24,19.417,3.333,SRTF,134.75,154.167
24,19.417,3.333,RR,276.25,295.667
24,19.417,3.333,Priority,138.583,158.0
27,4.778,3.185,FCFS,37.852,42.63
27,4.778,3.185,SJF,20.481,25.259
27,4.778,3.185,SRTF,19.741,24.519
27,4.778,3.185,RR,41.963,46.741
27,4.778,3.185,Priority,40.593,45.37
14,19,3.714,FCFS,123.929,142.929
14,19,3.714,SJF,118.857,137.857
14,19,3.714,SRTF,118.857,137.857
14,19,3.714,RR,229.214,248.214
14,19,3.714,Priority,121.357,140.357
19,5.579,3.211,FCFS,51.053,56.632
19,5.579,3.211,SJF,41.684,47.263
19,5.579,3.211,SRTF,41.684,47.263
19,5.579,3.211,RR,71.684,77.263
19,5.579,3.211,Priority,48.684,54.263
8,16.125,3,FCFS,37.5,53.625
8,16.125,3,SJF,28.375,44.5
8,16.125,3,SRTF,27.625,43.75
8,16.125,3,RR,52.875,69.0
8,16.125,3,Priority,28.75,44.875
8,4.375,3.25,FCFS,6.25,10.625
8,4.375,3.25,SJF,5.375,9.75
8,4.375,3.25,SRTF,5.25,9.625
8,4.375,3.25,RR,7.75,12.125
8,4.375,3.25,Priority,7.375,11.75
5,18,4,FCFS,34.0,52.0
5,18,4,SJF,34.0,52.0
5,18,4,SRTF,34.0,52.0
5,18,4,RR,66.0,84.0
5,18,4,Priority,35.2,53.2
42,5.238,2.19,FCFS,151.786,157.024
42,5.238,2.19,SJF,38.5,43.738
42,5.238,2.19,SRTF,38.5,43.738
42,5.238,2.19,RR,58.976,64.214
42,5.238,2.19,Priority,54.69,59.929
8,18.375,2.75,FCFS,99.375,117.75
8,18.375,2.75,SJF,34.5,52.875
8,18.375,2.75,SRTF,18.375,36.75
8,18.375,2.75,RR,38.875,57.25
8,18.375,2.75,Priority,57.75,76.125
8,4.625,3.75,FCFS,14.875,19.5
8,4.625,3.75,SJF,13.0,17.625
8,4.625,3.75,SRTF,12.75,17.375
8,4.625,3.75,RR,22.125,26.75
8,4.625,3.75,Priority,14.25,18.875
9,10.444,3.111,FCFS,39.889,50.333
9,10.444,3.111,SJF,37.778,48.222
9,10.444,3.111,SRTF,37.778,48.222
9,10.444,3.111,RR,71.889,82.333
9,10.444,3.111,Priority,39.111,49.556
48,19.979,3.458,FCFS,403.208,423.188
48,19.979,3.458,SJF,296.771,316.75
48,19.979,3.458,SRTF,296.312,316.292
48,19.979,3.458,RR,584.292,604.271
48,19.979,3.458,Priority,301.604,321.583
11,31.364,2.545,FCFS,146.0,177.364
11,31.364,2.545,SJF,135.182,166.545
11,31.364,2.545,SRTF,135.091,166.455
11,31.364,2.545,RR,267.727,299.091
11,31.364,2.545,Priority,141.909,173.273
24,8.125,2.292,FCFS,148.708,156.833
24,8.125,2.292,SJF,65.458,73.583
24,8.125,2.292,SRTF,24.0,32.125
24,8.125,2.292,RR,47.625,55.75
24,8.125,2.292,Priority,74.333,82.458
41,5.707,2.22,FCFS,168.585,174.293
41,5.707,2.22,SJF,76.732,82.439
41,5.707,2.22,SRTF,37.146,42.854
41,5.707,2.22,RR,62.561,68.268
41,5.707,2.22,Priority,108.561,114.268
33,6.515,1.97,FCFS,162.818,169.333
33,6.515,1.97,SJF,70.394,76.909
33,6.515,1.97,SRTF,33.909,40.424
33,6.515,1.97,RR,59.485,66.0
33,6.515,1.97,Priority,79.636,86.152
15,26.333,2.267,FCFS,175.933,202.267
15,26.333,2.267,SJF,136.467,162.8
15,26.333,2.267,SRTF,136.467,162.8
15,26.333,2.267,RR,276.133,302.467
15,26.333,2.267,Priority,164.2,190.533
36,24.083,4.806,FCFS,358.167,382.25
36,24.083,4.806,SJF,243.611,267.694
36,24.083,4.806,SRTF,242.611,266.694
36,24.083,4.806,RR,490.639,514.722
36,24.083,4.806,Priority,417.194,441.278
16,15,2.625,FCFS,112.938,127.938
16,15,2.625,SJF,104.938,119.938
16,15,2.625,SRTF,104.938,119.938
16,15,2.625,RR,206.625,221.625
16,15,2.625,Priority,113.562,128.562
25,24.12,3,FCFS,307.6,331.72
25,24.12,3,SJF,226.52,250.64
25,24.12,3,SRTF,226.52,250.64
25,24.12,3,RR,460.32,484.44
25,24.12,3,Priority,288.12,312.24
18,6.444,3.333,FCFS,56.722,63.167
18,6.444,3.333,SJF,47.556,54.0
18,6.444,3.333,SRTF,47.556,54.0
18,6.444,3.333,RR,92.833,99.278
18,6.444,3.333,Priority,54.667,61.111
20,6.7,3.35,FCFS,61.8,68.5
20,6.7,3.35,SJF,55.5,62.2
20,6.7,3.35,SRTF,55.5,62.2
20,6.7,3.35,RR,102.25,108.95
20,6.7,3.35,Priority,61.7,68.4
30,5.067,2.167,FCFS,104.267,109.333
30,5.067,2.167,SJF,27.1,32.167
30,5.067,2.167,SRTF,27.1,32.167
30,5.067,2.167,RR,46.433,51.5
30,5.067,2.167,Priority,38.933,44.0
16,14.062,2.75,FCFS,108.438,122.5
16,14.062,2.75,SJF,99.75,113.812
16,14.062,2.75,SRTF,99.75,113.812
16,14.062,2.75,RR,196.188,210.25
16,14.062,2.75,Priority,103.875,117.938
14,13.286,2.643,FCFS,86.071,99.357
14,13.286,2.643,SJF,78.214,91.5
14,13.286,2.643,SRTF,78.214,91.5
14,13.286,2.643,RR,148.929,162.214
14,13.286,2.643,Priority,83.5,96.786
49,4.714,2.245,FCFS,150.51,155.224
49,4.714,2.245,SJF,72.796,77.51
49,4.714,2.245,SRTF,48.102,52.816
49,4.714,2.245,RR,72.347,77.061
49,4.714,2.245,Priority,97.49,102.204
13,36.769,3.077,FCFS,220.769,257.538
13,36.769,3.077,SJF,193.692,230.462
13,36.769,3.077,SRTF,189.0,225.769
13,36.769,3.077,RR,378.231,415.0
13,36.769,3.077,Priority,209.769,246.538
33,18.545,2.636,FCFS,220.909,239.455
33,18.545,2.636,SJF,175.848,194.394
33,18.545,2.636,SRTF,172.939,191.485
33,18.545,2.636,RR,348.909,367.455
33,18.545,2.636,Priority,248.758,267.303
15,17.667,3.267,FCFS,135.4,153.067
15,17.667,3.267,SJF,69.6,87.267
15,17.667,3.267,SRTF,67.867,85.533
15,17.667,3.267,RR,139.8,157.467
15,17.667,3.267,Priority,71.0,88.667
44,5.205,2,FCFS,156.205,161.409
44,5.205,2,SJF,51.091,56.295
44,5.205,2,SRTF,50.818,56.023
44,5.205,2,RR,73.159,78.364
44,5.205,2,Priority,104.682,109.886
36,22.167,3.167,FCFS,368.361,390.528
36,22.167,3.167,SJF,286.667,308.833
36,22.167,3.167,SRTF,271.722,293.889
36,22.167,3.167,RR,536.139,558.306
36,22.167,3.167,Priority,391.333,413.5
19,13.211,3.789,FCFS,115.684,128.895
19,13.211,3.789,SJF,110.632,123.842
19,13.211,3.789,SRTF,110.632,123.842
19,13.211,3.789,RR,205.789,219.0
19,13.211,3.789,Priority,117.368,130.579
45,5.422,2.022,FCFS,178.578,184.0
45,5.422,2.022,SJF,85.733,91.156
45,5.422,2.022,SRTF,40.133,45.556
45,5.422,2.022,RR,68.556,73.978
45,5.422,2.022,Priority,94.178,99.6
15,11.467,2.333,FCFS,138.533,150.0
15,11.467,2.333,SJF,60.2,71.667
15,11.467,2.333,SRTF,16.0,27.467
15,11.467,2.333,RR,36.733,48.2
15,11.467,2.333,Priority,67.0,78.467
27,28.63,4.111,FCFS,383.556,412.185
27,28.63,4.111,SJF,232.963,261.593
27,28.63,4.111,SRTF,232.481,261.111
27,28.63,4.111,RR,479.704,508.333
27,28.63,4.111,Priority,348.37,377.0
41,20.659,3.488,FCFS,354.0,374.659
41,20.659,3.488,SJF,268.098,288.756
41,20.659,3.488,SRTF,267.829,288.488
41,20.659,3.488,RR,520.268,540.927
41,20.659,3.488,Priority,501.854,522.512
24,26.417,3.375,FCFS,265.958,292.375
24,26.417,3.375,SJF,237.958,264.375
24,26.417,3.375,SRTF,237.958,264.375
24,26.417,3.375,RR,466.292,492.708
24,26.417,3.375,Priority,269.208,295.625
36,16.806,2.972,FCFS,233.528,250.333
36,16.806,2.972,SJF,143.333,160.139
36,16.806,2.972,SRTF,142.583,159.389
36,16.806,2.972,RR,312.306,329.111
36,16.806,2.972,Priority,230.667,247.472
44,4.386,1.955,FCFS,131.432,135.818
44,4.386,1.955,SJF,79.25,83.636
44,4.386,1.955,SRTF,39.864,44.25
44,4.386,1.955,RR,66.386,70.773
44,4.386,1.955,Priority,92.023,96.409
47,5.149,2.277,FCFS,171.255,176.404
47,5.149,2.277,SJF,43.149,48.298
47,5.149,2.277,SRTF,43.149,48.298
47,5.149,2.277,RR,69.404,74.553
47,5.149,2.277,Priority,70.426,75.574
8,33.125,3.25,FCFS,113.375,146.5
8,33.125,3.25,SJF,100.125,133.25
8,33.125,3.25,SRTF,98.875,132.0
8,33.125,3.25,RR,194.625,227.75
8,33.125,3.25,Priority,111.0,144.125
9,35.556,2.889,FCFS,132.778,168.333
9,35.556,2.889,SJF,116.667,152.222
9,35.556,2.889,SRTF,116.667,152.222
9,35.556,2.889,RR,233.667,269.222
9,35.556,2.889,Priority,130.889,166.444
12,25.583,2.167,FCFS,136.5,162.083
12,25.583,2.167,SJF,113.5,139.083
12,25.583,2.167,SRTF,113.5,139.083
12,25.583,2.167,RR,227.833,253.417
12,25.583,2.167,Priority,131.25,156.833
33,5.394,2.515,FCFS,52.515,57.909
33,5.394,2.515,SJF,32.909,38.303
33,5.394,2.515,SRTF,32.424,37.818
33,5.394,2.515,RR,65.121,70.515
33,5.394,2.515,Priority,52.273,57.667
13,4.846,3.231,FCFS,19.385,24.231
13,4.846,3.231,SJF,11.154,16.0
13,4.846,3.231,SRTF,10.692,15.538
13,4.846,3.231,RR,22.846,27.692
13,4.846,3.231,Priority,20.769,25.615
45,18.556,3.244,FCFS,411.378,429.933
45,18.556,3.244,SJF,244.911,263.467
45,18.556,3.244,SRTF,244.689,263.244
45,18.556,3.244,RR,498.156,516.711
45,18.556,3.244,Priority,251.667,270.222
23,24.739,2.826,FCFS,256.174,280.913
23,24.739,2.826,SJF,208.609,233.348
23,24.739,2.826,SRTF,208.609,233.348
23,24.739,2.826,RR,413.652,438.391
23,24.739,2.826,Priority,258.957,283.696
5,10.2,3.2,FCFS,19.0,29.2
5,10.2,3.2,SJF,18.6,28.8
5,10.2,3.2,SRTF,17.4,27.6
5,10.2,3.2,RR,31.8,42.0
5,10.2,3.2,Priority,19.8,30.0
17,11.294,3.235,FCFS,90.118,101.412
17,11.294,3.235,SJF,83.471,94.765
17,11.294,3.235,SRTF,83.471,94.765
17,11.294,3.235,RR,158.059,169.353
17,11.294,3.235,Priority,91.059,102.353
16,12.625,2.75,FCFS,94.5,107.125
16,12.625,2.75,SJF,88.25,100.875
16,12.625,2.75,SRTF,88.25,100.875
16,12.625,2.75,RR,168.438,181.062
16,12.625,2.75,Priority,94.062,106.688
7,18.429,2.714,FCFS,84.286,102.714
7,18.429,2.714,SJF,39.571,58.0
7,18.429,2.714,SRTF,19.143,37.571
7,18.429,2.714,RR,39.857,58.286
7,18.429,2.714,Priority,48.571,67.0
17,17.059,3.059,FCFS,138.647,155.706
17,17.059,3.059,SJF,128.824,145.882
17,17.059,3.059,SRTF,128.824,145.882
17,17.059,3.059,RR,248.588,265.647
17,17.059,3.059,Priority,137.118,154.176
24,24.875,3.292,FCFS,284.667,309.542
24,24.875,3.292,SJF,218.292,243.167
24,24.875,3.292,SRTF,218.292,243.167
24,24.875,3.292,RR,444.333,469.208
24,24.875,3.292,Priority,278.25,303.125
29,5.759,3.379,FCFS,42.448,48.207
29,5.759,3.379,SJF,30.621,36.379
29,5.759,3.379,SRTF,30.448,36.207
29,5.759,3.379,RR,56.138,61.897
29,5.759,3.379,Priority,46.931,52.69
14,17.357,3.214,FCFS,110.929,128.286
14,17.357,3.214,SJF,106.286,123.643
14,17.357,3.214,SRTF,106.286,123.643
14,17.357,3.214,RR,203.286,220.643
14,17.357,3.214,Priority,108.429,125.786
5,23.2,3.2,FCFS,33.2,56.4
5,23.2,3.2,SJF,30.0,53.2
5,23.2,3.2,SRTF,30.0,53.2
5,23.2,3.2,RR,54.8,78.0
5,23.2,3.2,Priority,31.0,54.2
20,10,3.1,FCFS,97.15,107.15
20,10,3.1,SJF,85.2,95.2
20,10,3.1,SRTF,85.2,95.2
20,10,3.1,RR,157.55,167.55
20,10,3.1,Priority,90.7,100.7
10,6.1,2.8,FCFS,24.0,30.1
10,6.1,2.8,SJF,23.3,29.4
10,6.1,2.8,SRTF,23.3,29.4
10,6.1,2.8,RR,42.0,48.1
10,6.1,2.8,Priority,26.0,32.1
15,9.867,2.667,FCFS,69.133,79.0
15,9.867,2.667,SJF,62.867,72.733
15,9.867,2.667,SRTF,62.867,72.733
15,9.867,2.667,RR,113.867,123.733
15,9.867,2.667,Priority,69.4,79.267
41,13.829,2.829,FCFS,209.317,223.146
41,13.829,2.829,SJF,126.415,140.244
41,13.829,2.829,SRTF,123.927,137.756
41,13.829,2.829,RR,274.049,287.878
41,13.829,2.829,Priority,213.146,226.976
8,36.5,2.75,FCFS,121.25,157.75
8,36.5,2.75,SJF,113.75,150.25
8,36.5,2.75,SRTF,113.75,150.25
8,36.5,2.75,RR,224.25,260.75
8,36.5,2.75,Priority,129.875,166.375
12,19.917,2.917,FCFS,107.75,127.667
12,19.917,2.917,SJF,104.75,124.667
12,19.917,2.917,SRTF,104.75,124.667
12,19.917,2.917,RR,198.5,218.417
12,19.917,2.917,Priority,108.833,128.75
9,18,2.556,FCFS,69.889,87.889
9,18,2.556,SJF,68.444,86.444
9,18,2.556,SRTF,68.444,86.444
9,18,2.556,RR,133.889,151.889
9,18,2.556,Priority,70.889,88.889
44,25.841,4.045,FCFS,560.818,586.659
44,25.841,4.045,SJF,332.295,358.136
44,25.841,4.045,SRTF,331.864,357.705
44,25.841,4.045,RR,702.364,728.205
44,25.841,4.045,Priority,516.318,542.159
49,19.49,3.388,FCFS,430.143,449.633
49,19.49,3.388,SJF,276.939,296.429
