num_processes,avg_burst,avg_priority,algorithm,avg_waiting,avg_turnaround
6,14,3,FCFS,34.667,48.667
6,14,3,SJF,32.833,46.833
6,14,3,SRTF,32.5,46.5
6,14,3,RR,61.667,75.667
6,14,3,Priority,34.5,48.5
9,19.222,2.667,FCFS,67.778,87.0
9,19.222,2.667,SJF,52.333,71.556
9,19.222,2.667,SRTF,52.333,71.556
9,19.222,2.667,RR,105.111,124.333
9,19.222,2.667,Priority,67.222,86.444
7,6.714,3.286,FCFS,18.143,24.857
7,6.714,3.286,SJF,15.857,22.571
7,6.714,3.286,SRTF,15.857,22.571
7,6.714,3.286,RR,31.286,38.0
7,6.714,3.286,Priority,17.571,24.286
39,28.154,4.949,FCFS,486.436,514.59
39,28.154,4.949,SJF,355.487,383.641
39,28.154,4.949,SRTF,347.769,375.923
39,28.154,4.949,RR,714.769,742.923
39,28.154,4.949,Priority,460.026,488.179
11,25.818,4.364,FCFS,130.727,156.545
11,25.818,4.364,SJF,99.636,125.455
11,25.818,4.364,SRTF,80.455,106.273
11,25.818,4.364,RR,161.0,186.818
11,25.818,4.364,Priority,135.455,161.273
27,8.185,1.889,FCFS,169.593,177.778
27,8.185,1.889,SJF,71.778,79.963
27,8.185,1.889,SRTF,30.63,38.815
27,8.185,1.889,RR,52.852,61.037
27,8.185,1.889,Priority,78.111,86.296
20,13.35,3.1,FCFS,126.55,139.9
20,13.35,3.1,SJF,117.35,130.7
20,13.35,3.1,SRTF,117.35,130.7
20,13.35,3.1,RR,223.7,237.05
20,13.35,3.1,Priority,122.45,135.8
14,23.214,3.929,FCFS,162.143,185.357
14,23.214,3.929,SJF,97.643,120.857
14,23.214,3.929,SRTF,95.071,118.286
14,23.214,3.929,RR,193.143,216.357
14,23.214,3.929,Priority,98.143,121.357
29,26.241,4.862,FCFS,358.31,384.552
29,26.241,4.862,SJF,233.655,259.897
29,26.241,4.862,SRTF,228.138,254.379
29,26.241,4.862,RR,473.31,499.552
29,26.241,4.862,Priority,331.034,357.276
28,17.107,3.893,FCFS,213.643,230.75
28,17.107,3.893,SJF,146.071,163.179
28,17.107,3.893,SRTF,127.214,144.321
28,17.107,3.893,RR,255.607,272.714
28,17.107,3.893,Priority,309.036,326.143
32,6.375,2.125,FCFS,147.25,153.625
32,6.375,2.125,SJF,58.531,64.906
32,6.375,2.125,SRTF,28.969,35.344
32,6.375,2.125,RR,50.469,56.844
32,6.375,2.125,Priority,70.219,76.594
40,18.7,3.65,FCFS,361.7,380.4
40,18.7,3.65,SJF,205.7,224.4
40,18.7,3.65,SRTF,205.5,224.2
40,18.7,3.65,RR,424.875,443.575
40,18.7,3.65,Priority,479.825,498.525
47,20.532,3.489,FCFS,481.191,501.723
47,20.532,3.489,SJF,292.936,313.468
47,20.532,3.489,SRTF,292.766,313.298
47,20.532,3.489,RR,591.021,611.553
47,20.532,3.489,Priority,604.702,625.234
48,21.104,3.5,FCFS,483.396,504.5
48,21.104,3.5,SJF,337.688,358.792
48,21.104,3.5,SRTF,336.542,357.646
48,21.104,3.5,RR,679.312,700.417
48,21.104,3.5,Priority,343.625,364.729
49,22.571,3.224,FCFS,494.204,516.776
49,22.571,3.224,SJF,404.041,426.612
49,22.571,3.224,SRTF,404.041,426.612
49,22.571,3.224,RR,795.837,818.408
49,22.571,3.224,Priority,514.469,537.041
6,9,2.167,FCFS,21.667,30.667
6,9,2.167,SJF,21.167,30.167
6,9,2.167,SRTF,21.167,30.167
6,9,2.167,RR,39.833,48.833
6,9,2.167,Priority,21.667,30.667
35,17.429,3.086,FCFS,304.343,321.771
35,17.429,3.086,SJF,180.314,197.743
35,17.429,3.086,SRTF,179.229,196.657
35,17.429,3.086,RR,362.257,379.686
35,17.429,3.086,Priority,183.6,201.029
24,7.667,2.292,FCFS,129.042,136.708
24,7.667,2.292,SJF,30.458,38.125
24,7.667,2.292,SRTF,30.458,38.125
24,7.667,2.292,RR,50.958,58.625
24,7.667,2.292,Priority,48.0,55.667
47,26.106,4.83,FCFS,555.191,581.298
47,26.106,4.83,SJF,386.17,412.277
47,26.106,4.83,SRTF,386.149,412.255
47,26.106,4.83,RR,788.085,814.191
47,26.106,4.83,Priority,551.191,577.298
6,32.167,3.5,FCFS,89.167,121.333
6,32.167,3.5,SJF,73.5,105.667
6,32.167,3.5,SRTF,66.167,98.333
6,32.167,3.5,RR,129.167,161.333
6,32.167,3.5,Priority,80.333,112.5
9,12.889,2.444,FCFS,49.778,62.667
9,12.889,2.444,SJF,47.0,59.889
9,12.889,2.444,SRTF,47.0,59.889
9,12.889,2.444,RR,86.556,99.444
9,12.889,2.444,Priority,51.889,64.778
49,25.327,3,FCFS,601.082,626.408
49,25.327,3,SJF,465.367,490.694
49,25.327,3,SRTF,458.857,484.184
49,25.327,3,RR,928.796,954.122
49,25.327,3,Priority,608.224,633.551
12,4.917,3.083,FCFS,25.0,29.917
12,4.917,3.083,SJF,21.167,26.083
12,4.917,3.083,SRTF,21.167,26.083
12,4.917,3.083,RR,33.833,38.75
12,4.917,3.083,Priority,24.5,29.417
7,5.143,3.286,FCFS,13.857,19.0
7,5.143,3.286,SJF,13.0,18.143
7,5.143,3.286,SRTF,13.0,18.143
7,5.143,3.286,RR,23.0,28.143
7,5.143,3.286,Priority,15.429,20.571
42,15.619,2.905,FCFS,250.286,265.905
42,15.619,2.905,SJF,154.238,169.857
42,15.619,2.905,SRTF,151.095,166.714
42,15.619,2.905,RR,323.405,339.024
42,15.619,2.905,Priority,231.81,247.429
5,15,2.6,FCFS,28.2,43.2
5,15,2.6,SJF,25.6,40.6
5,15,2.6,SRTF,17.2,32.2
5,15,2.6,RR,32.4,47.4
5,15,2.6,Priority,25.6,40.6
17,13.765,3.235,FCFS,74.765,88.529
17,13.765,3.235,SJF,46.941,60.706
17,13.765,3.235,SRTF,42.0,55.765
17,13.765,3.235,RR,89.706,103.471
17,13.765,3.235,Priority,82.118,95.882
9,36.333,2.889,FCFS,138.444,174.778
9,36.333,2.889,SJF,124.889,161.222
9,36.333,2.889,SRTF,122.222,158.556
9,36.333,2.889,RR,241.667,278.0
9,36.333,2.889,Priority,159.778,196.111
13,20.923,3.385,FCFS,121.0,141.923
13,20.923,3.385,SJF,93.615,114.538
13,20.923,3.385,SRTF,93.385,114.308
13,20.923,3.385,RR,186.769,207.692
13,20.923,3.385,Priority,137.0,157.923
27,6.63,2.148,FCFS,118.259,124.889
27,6.63,2.148,SJF,62.963,69.593
27,6.63,2.148,SRTF,29.519,36.148
27,6.63,2.148,RR,47.407,54.037
27,6.63,2.148,Priority,69.037,75.667
23,8.217,2.565,FCFS,140.696,148.913
23,8.217,2.565,SJF,54.478,62.696
23,8.217,2.565,SRTF,25.478,33.696
23,8.217,2.565,RR,46.087,54.304
23,8.217,2.565,Priority,112.87,121.087
12,4.25,2.833,FCFS,11.417,15.667
12,4.25,2.833,SJF,6.5,10.75
12,4.25,2.833,SRTF,5.833,10.083
12,4.25,2.833,RR,10.583,14.833
12,4.25,2.833,Priority,10.75,15.0
18,5.222,2.389,FCFS,31.833,37.056
18,5.222,2.389,SJF,18.944,24.167
18,5.222,2.389,SRTF,18.778,24.0
18,5.222,2.389,RR,40.222,45.444
18,5.222,2.389,Priority,31.667,36.889
45,5.467,2.356,FCFS,178.267,183.733
45,5.467,2.356,SJF,83.756,89.222
45,5.467,2.356,SRTF,40.178,45.644
45,5.467,2.356,RR,66.822,72.289
45,5.467,2.356,Priority,98.489,103.956
42,6.048,1.976,FCFS,181.333,187.381
42,6.048,1.976,SJF,95.69,101.738
42,6.048,1.976,SRTF,44.881,50.929
42,6.048,1.976,RR,68.857,74.905
42,6.048,1.976,Priority,130.929,136.976
13,14.538,2.308,FCFS,148.231,162.769
13,14.538,2.308,SJF,19.462,34.0
13,14.538,2.308,SRTF,19.154,33.692
13,14.538,2.308,RR,43.923,58.462
13,14.538,2.308,Priority,73.0,87.538
6,22.667,3.667,FCFS,49.167,71.833
6,22.667,3.667,SJF,45.333,68.0
6,22.667,3.667,SRTF,45.167,67.833
6,22.667,3.667,RR,86.833,109.5
6,22.667,3.667,Priority,45.333,68.0
14,33.571,3.5,FCFS,233.5,267.071
14,33.571,3.5,SJF,182.786,216.357
14,33.571,3.5,SRTF,179.0,212.571
14,33.571,3.5,RR,357.357,390.929
14,33.571,3.5,Priority,204.714,238.286
32,5.719,2.312,FCFS,132.75,138.469
32,5.719,2.312,SJF,62.344,68.062
32,5.719,2.312,SRTF,28.188,33.906
32,5.719,2.312,RR,51.25,56.969
32,5.719,2.312,Priority,70.312,76.031
29,27.793,4.31,FCFS,396.655,424.448
29,27.793,4.31,SJF,260.034,287.828
29,27.793,4.31,SRTF,259.552,287.345
29,27.793,4.31,RR,543.0,570.793
29,27.793,4.31,Priority,379.897,407.69
38,19.816,3.553,FCFS,355.895,375.711
38,19.816,3.553,SJF,248.447,268.263
38,19.816,3.553,SRTF,233.474,253.289
38,19.816,3.553,RR,476.605,496.421
38,19.816,3.553,Priority,459.132,478.947
19,17.632,3.053,FCFS,151.368,169.0
19,17.632,3.053,SJF,98.737,116.368
19,17.632,3.053,SRTF,97.316,114.947
19,17.632,3.053,RR,191.789,209.421
19,17.632,3.053,Priority,100.421,118.053
7,18.286,2.857,FCFS,81.857,100.143
7,18.286,2.857,SJF,33.857,52.143
7,18.286,2.857,SRTF,19.0,37.286
7,18.286,2.857,RR,39.286,57.571
7,18.286,2.857,Priority,39.714,58.0
49,5.061,3.061,FCFS,72.653,77.714
49,5.061,3.061,SJF,44.224,49.286
49,5.061,3.061,SRTF,43.653,48.714
49,5.061,3.061,RR,89.673,94.735
49,5.061,3.061,Priority,69.857,74.918
39,17.41,3.897,FCFS,312.128,329.538
39,17.41,3.897,SJF,195.128,212.538
39,17.41,3.897,SRTF,193.769,211.179
39,17.41,3.897,RR,386.359,403.769
39,17.41,3.897,Priority,416.282,433.692
36,22.306,3.667,FCFS,337.944,360.25
36,22.306,3.667,SJF,279.056,301.361
36,22.306,3.667,SRTF,270.639,292.944
36,22.306,3.667,RR,531.528,553.833
36,22.306,3.667,Priority,283.556,305.861
6,11.167,3.333,FCFS,27.667,38.833
6,11.167,3.333,SJF,24.833,36.0
6,11.167,3.333,SRTF,24.833,36.0
6,11.167,3.333,RR,48.167,59.333
6,11.167,3.333,Priority,27.167,38.333
32,22.188,3.656,FCFS,324.406,346.594
32,22.188,3.656,SJF,235.312,257.5
32,22.188,3.656,SRTF,225.875,248.062
32,22.188,3.656,RR,453.031,475.219
32,22.188,3.656,Priority,238.406,260.594
13,11.615,2.769,FCFS,105.231,116.846
13,11.615,2.769,SJF,19.385,31.0
13,11.615,2.769,SRTF,19.385,31.0
13,11.615,2.769,RR,37.923,49.538
13,11.615,2.769,Priority,30.769,42.385
31,5.194,3.097,FCFS,42.677,47.871
31,5.194,3.097,SJF,28.355,33.548
31,5.194,3.097,SRTF,27.452,32.645
31,5.194,3.097,RR,54.903,60.097
31,5.194,3.097,Priority,42.613,47.806
22,6.273,2.273,FCFS,102.091,108.364
22,6.273,2.273,SJF,61.136,67.409
22,6.273,2.273,SRTF,16.682,22.955
22,6.273,2.273,RR,31.864,38.136
22,6.273,2.273,Priority,66.955,73.227
37,27,5.027,FCFS,499.027,526.027
37,27,5.027,SJF,324.081,351.081
37,27,5.027,SRTF,323.216,350.216
37,27,5.027,RR,682.622,709.622
37,27,5.027,Priority,461.162,488.162
20,16,2.65,FCFS,153.1,169.1
20,16,2.65,SJF,142.35,158.35
20,16,2.65,SRTF,142.35,158.35
20,16,2.65,RR,276.4,292.4
20,16,2.65,Priority,154.45,170.45
18,10.611,2.333,FCFS,141.278,151.889
18,10.611,2.333,SJF,54.611,65.222
18,10.611,2.333,SRTF,20.722,31.333
18,10.611,2.333,RR,41.0,51.611
18,10.611,2.333,Priority,57.5,68.111
19,14.053,3.158,FCFS,128.0,142.053
19,14.053,3.158,SJF,119.579,133.632
19,14.053,3.158,SRTF,119.579,133.632
19,14.053,3.158,RR,231.474,245.526
19,14.053,3.158,Priority,126.211,140.263
17,21.588,2.706,FCFS,173.647,195.235
17,21.588,2.706,SJF,136.353,157.941
17,21.588,2.706,SRTF,131.824,153.412
17,21.588,2.706,RR,262.176,283.765
17,21.588,2.706,Priority,168.294,189.882
5,20.2,4.4,FCFS,40.8,61.0
5,20.2,4.4,SJF,37.8,58.0
5,20.2,4.4,SRTF,37.8,58.0
5,20.2,4.4,RR,74.6,94.8
5,20.2,4.4,Priority,39.6,59.8
42,5.357,3.238,FCFS,67.238,72.595
42,5.357,3.238,SJF,42.571,47.929
42,5.357,3.238,SRTF,42.119,47.476
42,5.357,3.238,RR,86.024,91.381
42,5.357,3.238,Priority,78.476,83.833
18,8,2.111,FCFS,106.611,114.611
18,8,2.111,SJF,41.056,49.056
18,8,2.111,SRTF,19.944,27.944
18,8,2.111,RR,39.444,47.444
18,8,2.111,Priority,44.778,52.778
46,25.63,4.652,FCFS,539.674,565.304
46,25.63,4.652,SJF,355.37,381.0
46,25.63,4.652,SRTF,341.457,367.087
46,25.63,4.652,RR,701.696,727.326
46,25.63,4.652,Priority,535.63,561.261
41,19.756,3.415,FCFS,372.951,392.707
41,19.756,3.415,SJF,251.756,271.512
41,19.756,3.415,SRTF,245.683,265.439
41,19.756,3.415,RR,493.22,512.976
41,19.756,3.415,Priority,257.195,276.951
40,4.8,1.95,FCFS,130.375,135.175
40,4.8,1.95,SJF,82.525,87.325
40,4.8,1.95,SRTF,41.95,46.75
40,4.8,1.95,RR,65.15,69.95
40,4.8,1.95,Priority,91.275,96.075
7,12.286,2.571,FCFS,36.286,48.571
7,12.286,2.571,SJF,32.714,45.0
7,12.286,2.571,SRTF,32.714,45.0
7,12.286,2.571,RR,64.429,76.714
7,12.286,2.571,Priority,36.429,48.714
23,15.87,4.087,FCFS,128.174,144.043
23,15.87,4.087,SJF,94.087,109.957
23,15.87,4.087,SRTF,93.391,109.261
23,15.87,4.087,RR,177.696,193.565
23,15.87,4.087,Priority,220.348,236.217
45,17.622,3.867,FCFS,361.844,379.467
45,17.622,3.867,SJF,228.556,246.178
45,17.622,3.867,SRTF,217.267,234.889
45,17.622,3.867,RR,436.844,454.467
45,17.622,3.867,Priority,518.622,536.244
23,24.522,3.087,FCFS,252.435,276.957
23,24.522,3.087,SJF,194.565,219.087
23,24.522,3.087,SRTF,194.565,219.087
23,24.522,3.087,RR,386.826,411.348
23,24.522,3.087,Priority,322.043,346.565
32,6.594,2.781,FCFS,76.062,82.656
32,6.594,2.781,SJF,52.75,59.344
32,6.594,2.781,SRTF,52.5,59.094
32,6.594,2.781,RR,104.375,110.969
32,6.594,2.781,Priority,72.906,79.5
31,5.194,3.452,FCFS,55.742,60.935
31,5.194,3.452,SJF,32.226,37.419
31,5.194,3.452,SRTF,31.71,36.903
31,5.194,3.452,RR,64.968,70.161
31,5.194,3.452,Priority,45.323,50.516
49,16.878,3.02,FCFS,339.592,356.469
49,16.878,3.02,SJF,210.531,227.408
49,16.878,3.02,SRTF,209.98,226.857
49,16.878,3.02,RR,454.204,471.082
49,16.878,3.02,Priority,286.694,303.571
7,39,3.571,FCFS,110.857,149.857
7,39,3.571,SJF,99.0,138.0
7,39,3.571,SRTF,98.143,137.143
7,39,3.571,RR,195.857,234.857
7,39,3.571,Priority,105.286,144.286
19,18.947,2.579,FCFS,169.053,188.0
19,18.947,2.579,SJF,162.105,181.053
19,18.947,2.579,SRTF,162.105,181.053
19,18.947,2.579,RR,314.211,333.158
19,18.947,2.579,Priority,170.947,189.895
44,20.364,3.545,FCFS,423.159,443.523
44,20.364,3.545,SJF,287.068,307.432
44,20.364,3.545,SRTF,277.023,297.386
44,20.364,3.545,RR,570.591,590.955
44,20.364,3.545,Priority,291.568,311.932
43,4.767,2.581,FCFS,50.302,55.07
43,4.767,2.581,SJF,29.163,33.93
43,4.767,2.581,SRTF,28.953,33.721
43,4.767,2.581,RR,58.349,63.116
43,4.767,2.581,Priority,58.093,62.86
37,19.622,3.324,FCFS,323.027,342.649
37,19.622,3.324,SJF,216.027,235.649
37,19.622,3.324,SRTF,214.73,234.351
37,19.622,3.324,RR,423.108,442.73
37,19.622,3.324,Priority,220.108,239.73
8,15.5,2.75,FCFS,51.625,67.125
8,15.5,2.75,SJF,50.75,66.25
8,15.5,2.75,SRTF,50.75,66.25
8,15.5,2.75,RR,94.125,109.625
8,15.5,2.75,Priority,52.0,67.5
32,21.375,3.406,FCFS,312.125,333.5
32,21.375,3.406,SJF,224.969,246.344
32,21.375,3.406,SRTF,220.125,241.5
32,21.375,3.406,RR,445.281,466.656
32,21.375,3.406,Priority,405.938,427.312
29,20.724,3.517,FCFS,300.0,320.724
29,20.724,3.517,SJF,189.552,210.276
29,20.724,3.517,SRTF,183.931,204.655
29,20.724,3.517,RR,371.897,392.621
29,20.724,3.517,Priority,193.552,214.276
11,12,3.091,FCFS,57.455,69.455
11,12,3.091,SJF,54.455,66.455
11,12,3.091,SRTF,54.455,66.455
11,12,3.091,RR,99.727,111.727
11,12,3.091,Priority,57.909,69.909
14,13,2.786,FCFS,81.357,94.357
14,13,2.786,SJF,78.214,91.214
14,13,2.786,SRTF,78.214,91.214
14,13,2.786,RR,140.286,153.286
14,13,2.786,Priority,83.571,96.571
27,24.63,3.148,FCFS,304.481,329.111
27,24.63,3.148,SJF,239.148,263.778
27,24.63,3.148,SRTF,233.407,258.037
27,24.63,3.148,RR,470.37,495.0
27,24.63,3.148,Priority,305.222,329.852
39,18.923,3.256,FCFS,342.923,361.846
39,18.923,3.256,SJF,205.821,224.744
39,18.923,3.256,SRTF,205.59,224.513
39,18.923,3.256,RR,422.744,441.667
39,18.923,3.256,Priority,209.282,228.205
34,6,2.029,FCFS,149.706,155.706
34,6,2.029,SJF,67.971,73.971
34,6,2.029,SRTF,31.647,37.647
34,6,2.029,RR,56.265,62.265
34,6,2.029,Priority,88.235,94.235
36,23.528,2.806,FCFS,399.528,423.056
36,23.528,2.806,SJF,297.306,320.833
36,23.528,2.806,SRTF,297.306,320.833
36,23.528,2.806,RR,591.611,615.139
36,23.528,2.806,Priority,401.0,424.528
34,4.235,2.235,FCFS,92.441,96.676
34,4.235,2.235,SJF,55.265,59.5
34,4.235,2.235,SRTF,29.412,33.647
34,4.235,2.235,RR,48.265,52.5
34,4.235,2.235,Priority,77.529,81.765
7,21.714,3,FCFS,53.143,74.857
7,21.714,3,SJF,48.429,70.143
7,21.714,3,SRTF,48.429,70.143
7,21.714,3,RR,92.143,113.857
7,21.714,3,Priority,53.286,75.0
44,28.568,4.386,FCFS,550.068,578.636
44,28.568,4.386,SJF,376.773,405.341
44,28.568,4.386,SRTF,373.795,402.364
44,28.568,4.386,RR,752.091,780.659
44,28.568,4.386,Priority,541.773,570.341
6,20.167,3.5,FCFS,36.0,56.167
6,20.167,3.5,SJF,31.5,51.667
6,20.167,3.5,SRTF,28.167,48.333
6,20.167,3.5,RR,54.333,74.5
6,20.167,3.5,Priority,32.667,52.833
17,27.588,3.529,FCFS,221.0,248.588
17,27.588,3.529,SJF,170.471,198.059
17,27.588,3.529,SRTF,165.647,193.235
17,27.588,3.529,RR,334.0,361.588
17,27.588,3.529,Priority,205.941,233.529
17,18.471,3.765,FCFS,143.412,161.882
17,18.471,3.765,SJF,87.294,105.765
17,18.471,3.765,SRTF,86.824,105.294
17,18.471,3.765,RR,178.941,197.412
17,18.471,3.765,Priority,192.118,210.588
43,5.698,2.814,FCFS,84.791,90.488
43,5.698,2.814,SJF,48.744,54.442
43,5.698,2.814,SRTF,48.442,54.14
43,5.698,2.814,RR,103.256,108.953
43,5.698,2.814,Priority,71.14,76.837
10,19.1,4.9,FCFS,79.8,98.9
10,19.1,4.9,SJF,43.0,62.1
10,19.1,4.9,SRTF,42.3,61.4
10,19.1,4.9,RR,84.7,103.8
10,19.1,4.9,Priority,59.0,78.1
16,6.562,2.938,FCFS,33.188,39.75
16,6.562,2.938,SJF,27.625,34.188
16,6.562,2.938,SRTF,27.625,34.188
16,6.562,2.938,RR,44.688,51.25
16,6.562,2.938,Priority,33.188,39.75
41,22.293,3.317,FCFS,444.634,466.927
41,22.293,3.317,SJF,282.463,304.756
41,22.293,3.317,SRTF,280.341,302.634
41,22.293,3.317,RR,567.537,589.829
41,22.293,3.317,Priority,561.39,583.683
16,7.938,2.938,FCFS,60.562,68.5
16,7.938,2.938,SJF,52.5,60.438
16,7.938,2.938,SRTF,52.5,60.438
16,7.938,2.938,RR,97.812,105.75
16,7.938,2.938,Priority,58.438,66.375
12,12.583,2.583,FCFS,104.583,117.167
12,12.583,2.583,SJF,38.417,51.0
12,12.583,2.583,SRTF,16.75,29.333
12,12.583,2.583,RR,36.333,48.917
12,12.583,2.583,Priority,50.75,63.333
37,16.351,2.865,FCFS,219.757,236.108
37,16.351,2.865,SJF,160.649,177.0
37,16.351,2.865,SRTF,160.432,176.784
37,16.351,2.865,RR,326.568,342.919
37,16.351,2.865,Priority,209.216,225.568
48,17.458,3.167,FCFS,395.667,413.125
48,17.458,3.167,SJF,231.938,249.396
48,17.458,3.167,SRTF,231.521,248.979
48,17.458,3.167,RR,471.708,489.167
48,17.458,3.167,Priority,236.792,254.25
28,23.679,3.714,FCFS,302.214,325.893
28,23.679,3.714,SJF,169.857,193.536
28,23.679,3.714,SRTF,169.5,193.179
28,23.679,3.714,RR,342.286,365.964
28,23.679,3.714,Priority,286.643,310.321
7,17.857,3,FCFS,64.429,82.286
7,17.857,3,SJF,37.0,54.857
7,17.857,3,SRTF,31.857,49.714
7,17.857,3,RR,64.429,82.286
7,17.857,3,Priority,37.286,55.143
17,25.529,2.941,FCFS,209.647,235.176
17,25.529,2.941,SJF,160.529,186.059
17,25.529,2.941,SRTF,152.941,178.471
17,25.529,2.941,RR,308.471,334.0
17,25.529,2.941,Priority,242.706,268.235
34,28.559,2.853,FCFS,431.294,459.853
34,28.559,2.853,SJF,374.882,403.441
34,28.559,2.853,SRTF,374.853,403.412
34,28.559,2.853,RR,733.265,761.824
34,28.559,2.853,Priority,425.088,453.647
17,11.059,2.235,FCFS,144.647,155.706
17,11.059,2.235,SJF,58.529,69.588
17,11.059,2.235,SRTF,22.235,33.294
17,11.059,2.235,RR,44.529,55.588
17,11.059,2.235,Priority,69.941,81.0
44,25.523,3.091,FCFS,523.886,549.409
44,25.523,3.091,SJF,432.409,457.932
44,25.523,3.091,SRTF,427.045,452.568
44,25.523,3.091,RR,844.705,870.227
44,25.523,3.091,Priority,541.909,567.432
11,6.818,2.636,FCFS,32.455,39.273
11,6.818,2.636,SJF,28.182,35.0
11,6.818,2.636,SRTF,28.182,35.0
11,6.818,2.636,RR,54.182,61.0
11,6.818,2.636,Priority,29.909,36.727
12,17.5,2.417,FCFS,94.5,112.0
12,17.5,2.417,SJF,90.583,108.083
12,17.5,2.417,SRTF,90.583,108.083
12,17.5,2.417,RR,172.5,190.0
12,17.5,2.417,Priority,95.167,112.667
8,5.5,3.5,FCFS,16.75,22.25
8,5.5,3.5,SJF,15.375,20.875
8,5.5,3.5,SRTF,15.375,20.875
8,5.5,3.5,RR,24.5,30.0
8,5.5,3.5,Priority,18.125,23.625
35,12.371,3.229,FCFS,131.857,144.229
35,12.371,3.229,SJF,86.571,98.943
35,12.371,3.229,SRTF,80.286,92.657
35,12.371,3.229,RR,172.571,184.943
35,12.371,3.229,Priority,137.543,149.914
42,27.143,4.619,FCFS,545.81,572.952
42,27.143,4.619,SJF,371.048,398.19
42,27.143,4.619,SRTF,370.5,397.643
42,27.143,4.619,RR,768.5,795.643
42,27.143,4.619,Priority,508.857,536.0
10,23.2,3.6,FCFS,97.7,120.9
10,23.2,3.6,SJF,81.8,105.0
10,23.2,3.6,SRTF,74.0,97.2
10,23.2,3.6,RR,142.8,166.0
10,23.2,3.6,Priority,102.0,125.2
34,20.088,3.471,FCFS,315.912,336.0
34,20.088,3.471,SJF,216.853,236.941
34,20.088,3.471,SRTF,216.529,236.618
34,20.088,3.471,RR,432.294,452.382
34,20.088,3.471,Priority,219.294,239.382
12,17.917,3.667,FCFS,97.583,115.5
12,17.917,3.667,SJF,92.583,110.5
12,17.917,3.667,SRTF,92.583,110.5
12,17.917,3.667,RR,178.333,196.25
12,17.917,3.667,Priority,99.0,116.917
15,20.333,3.2,FCFS,141.267,161.6
15,20.333,3.2,SJF,136.0,156.333
15,20.333,3.2,SRTF,136.0,156.333
15,20.333,3.2,RR,264.6,284.933
15,20.333,3.2,Priority,142.267,162.6
47,4.66,2.404,FCFS,149.915,154.574
47,4.66,2.404,SJF,41.319,45.979
47,4.66,2.404,SRTF,41.319,45.979
47,4.66,2.404,RR,64.043,68.702
47,4.66,2.404,Priority,57.277,61.936
22,5.227,2.773,FCFS,33.318,38.545
22,5.227,2.773,SJF,20.455,25.682
22,5.227,2.773,SRTF,20.0,25.227
22,5.227,2.773,RR,38.682,43.909
22,5.227,2.773,Priority,34.545,39.773
11,27.909,4.818,FCFS,144.182,172.091
11,27.909,4.818,SJF,102.273,130.182
11,27.909,4.818,SRTF,94.818,122.727
11,27.909,4.818,RR,192.455,220.364
11,27.909,4.818,Priority,137.909,165.818
8,8.625,3,FCFS,30.5,39.125
8,8.625,3,SJF,27.5,36.125
8,8.625,3,SRTF,27.5,36.125
8,8.625,3,RR,48.25,56.875
8,8.625,3,Priority,30.0,38.625
14,5.286,3.357,FCFS,33.286,38.571
14,5.286,3.357,SJF,28.0,33.286
14,5.286,3.357,SRTF,27.786,33.071
14,5.286,3.357,RR,48.214,53.5
14,5.286,3.357,Priority,34.286,39.571
15,25.133,4.6,FCFS,167.6,192.733
15,25.133,4.6,SJF,123.333,148.467
15,25.133,4.6,SRTF,121.333,146.467
15,25.133,4.6,RR,246.133,271.267
15,25.133,4.6,Priority,168.533,193.667
16,19.125,2.438,FCFS,96.25,115.375
16,19.125,2.438,SJF,82.688,101.812
16,19.125,2.438,SRTF,81.438,100.562
16,19.125,2.438,RR,159.75,178.875
16,19.125,2.438,Priority,105.25,124.375
18,8.444,3.056,FCFS,70.167,78.611
18,8.444,3.056,SJF,64.333,72.778
18,8.444,3.056,SRTF,64.333,72.778
18,8.444,3.056,RR,114.722,123.167
18,8.444,3.056,Priority,70.333,78.778
17,8.294,2.529,FCFS,100.471,108.765
17,8.294,2.529,SJF,45.529,53.824
17,8.294,2.529,SRTF,20.0,28.294
17,8.294,2.529,RR,37.706,46.0
17,8.294,2.529,Priority,47.706,56.0
42,24.571,2.881,FCFS,485.119,509.69
42,24.571,2.881,SJF,370.095,394.667
42,24.571,2.881,SRTF,367.262,391.833
42,24.571,2.881,RR,737.571,762.143
42,24.571,2.881,Priority,472.976,497.548
43,5.628,2.209,FCFS,183.488,189.116
43,5.628,2.209,SJF,75.581,81.209
43,5.628,2.209,SRTF,38.163,43.791
43,5.628,2.209,RR,70.047,75.674
43,5.628,2.209,Priority,93.558,99.186
10,3.6,2.7,FCFS,8.1,11.7
10,3.6,2.7,SJF,5.1,8.7
10,3.6,2.7,SRTF,4.8,8.4
10,3.6,2.7,RR,8.6,12.2
10,3.6,2.7,Priority,10.1,13.7
5,9.4,3,FCFS,16.8,26.2
5,9.4,3,SJF,16.8,26.2
5,9.4,3,SRTF,16.8,26.2
5,9.4,3,RR,27.2,36.6
5,9.4,3,Priority,18.2,27.6
14,9.786,3.429,FCFS,61.286,71.071
14,9.786,3.429,SJF,57.5,67.286
14,9.786,3.429,SRTF,57.5,67.286
14,9.786,3.429,RR,106.286,116.071
14,9.786,3.429,Priority,63.643,73.429
41,5.683,2.366,FCFS,162.927,168.61
41,5.683,2.366,SJF,81.78,87.463
41,5.683,2.366,SRTF,40.366,46.049
41,5.683,2.366,RR,62.171,67.854
41,5.683,2.366,Priority,104.171,109.854
44,5.636,3.136,FCFS,91.023,96.659
